Codigo; Nome; Email; Data; Cargo; Salario
83;João Felipe Silva;orezende@example.net;1998-10-23;Diretor;9208.72;
84;Sophia Fernandes;eduardacarvalho@example.net;1997-02-06;Gerente;7052.81;
85;Thiago Gomes;tcostela@example.org;1993-04-04;Diretor;9379.0;
86;Juliana Cardoso;joao-gabrieljesus@example.net;2011-10-26;Gerente;7656.55;
87;Vicente Lima;luiz-otaviodas-neves@example.com;2012-05-14;Diretor;9099.55;
88;Bruno Cavalcanti;dnascimento@example.org;2005-09-01;Gerente;5141.85;
89;Daniela Cardoso;crocha@example.com;2008-03-23;Analista;8146.61;
90;Camila Viana;ana-luizamonteiro@example.com;1994-01-28;Gerente;6539.71;
91;Igor Peixoto;peixotorafael@example.net;1997-04-27;Diretor;8529.75;
92;Guilherme Nunes;ynascimento@example.com;2004-06-18;Diretor;7828.10;
93;Luiza Ferreira;cunhamaria-eduarda@example.org;1995-04-14;Analista;8536.60;
94;Pietra Novaes;bcostela@example.org;2011-02-19;Diretor;8906.93;
95;Renan Viana;hcostela@example.net;2012-01-26;Diretor;9634.39;
96;Lucas Almeida;tda-conceicao@example.com;1994-12-21;Gerente;5508.19;
97;Vicente Viana;caldeiramaria-fernanda@example.com;1993-09-10;Diretor;6987.70;
98;Maria Eduarda Pereira;ramosbrenda@example.org;1993-08-18;Diretor;9415.78;
99;Maria Fernanda Silva;augustoribeiro@example.com;1993-07-17;Gerente;9692.44;
100;Joaquim Araújo;moraesrenan@example.com;2010-07-27;Analista;8748.92;
101;Raquel Nogueira;teixeirapedro-lucas@example.net;2011-10-28;Diretor;7767.86;
102;Maria Julia Vieira;teixeirathales@example.com;1996-05-06;Diretor;9088.52;
103;João Lucas Silva;zsilva@example.com;2015-07-03;Gerente;8588.25;
104;Leonardo Ribeiro;vieiraemanuel@example.net;2009-01-14;Analista;8668.0;
105;Ana Lívia Alves;murilo28@example.org;2002-02-10;Analista;9493.90;
106;Isaac Peixoto;yasmin94@example.net;2016-08-06;Gerente;6548.32;
107;Ana Sophia Cardoso;eduardamoreira@example.net;2010-09-19;Analista;7271.96;
108;Lara das Neves;alexandrefreitas@example.com;2002-12-02;Diretor;5695.1;
109;Pedro Henrique Mendes;nogueirakamilly@example.com;2008-12-14;Analista;8230.44;
110;Pedro Miguel da Cunha;maysa94@example.net;1999-08-08;Gerente;9642.98;
111;Ana Lívia Peixoto;martinsjoao-lucas@example.com;2006-05-01;Gerente;9724.62;
112;Marcelo Lima;hjesus@example.net;2005-11-28;Analista;8933.98;
113;Enzo Gabriel da Cunha;emanuelly34@example.org;2012-12-22;Gerente;5484.72;
114;Renan Mendes;marcela29@example.org;2019-09-01;Gerente;7873.44;
115;Caroline Cavalcanti;krodrigues@example.org;1993-03-27;Diretor;6839.94;
116;Lara Castro;plima@example.net;2007-02-18;Diretor;9324.5;
117;Matheus Moura;dcampos@example.net;2000-08-07;Analista;6028.82;
118;Ana Beatriz Gomes;caua13@example.com;2021-06-09;Gerente;5877.59;
119;Daniela Freitas;helenavieira@example.net;1992-08-07;Diretor;7295.87;
120;Davi Lucas Costela;iazevedo@example.com;2001-11-13;Analista;8142.6;
121;Juan Duarte;bruno85@example.net;2012-11-13;Analista;6701.52;
122;Lucca Silveira;pedro-henrique42@example.net;2012-09-27;Analista;8916.33;
123;Laura Ramos;pereirakamilly@example.org;2014-03-13;Diretor;9920.94;
124;Maria Sophia Oliveira;xfernandes@example.org;2004-03-27;Analista;9490.38;
125;Ana Laura Monteiro;rebecacardoso@example.net;2021-10-12;Diretor;9148.45;
126;Bryan Freitas;stellanogueira@example.org;1992-10-31;Gerente;7474.18;
127;Catarina Aragão;caroline01@example.com;2008-12-27;Diretor;7583.94;
128;Sofia Moreira;enzo55@example.org;2010-04-10;Analista;9623.83;
129;Igor Monteiro;diascecilia@example.net;1999-12-25;Gerente;8328.39;
130;Francisco da Conceição;monteiromaria-luiza@example.com;2007-08-03;Analista;9783.75;
131;Isabella Martins;ocorreia@example.net;1996-04-04;Gerente;6412.49;
132;Bernardo Monteiro;kda-cunha@example.com;1994-08-19;Analista;5138.69;
133;Luiza Silveira;maria-alice31@example.org;2020-01-05;Gerente;9017.38;
134;Luiz Felipe Ribeiro;daniloribeiro@example.com;2006-09-16;Gerente;7513.83;
135;Yuri da Mota;fernandaoliveira@example.net;1995-04-05;Gerente;5472.18;
136;Diogo da Rosa;pbarbosa@example.org;2020-10-27;Diretor;5645.82;
137;Theo Rezende;pedrogomes@example.com;2022-05-18;Analista;6898.82;
138;Letícia Barros;jesusgustavo@example.net;2009-07-20;Gerente;7863.48;
139;Yuri Silva;alvesigor@example.com;2016-12-28;Diretor;7548.86;
140;Maria Eduarda Pereira;viniciuscaldeira@example.net;2016-08-22;Diretor;7479.20;
141;Cauê Cavalcanti;barrosmaite@example.org;1997-03-20;Diretor;9907.31;
142;Leandro Freitas;rochaolivia@example.com;1996-08-15;Diretor;8022.99;
143;Thiago Barbosa;augustoda-mata@example.net;1993-06-01;Diretor;5374.17;
144;Giovanna Gomes;alvessarah@example.com;2012-08-11;Analista;8646.39;
145;Cecília Caldeira;maria-cecilia96@example.com;2008-08-31;Gerente;5052.18;
146;Ana Julia Ribeiro;lucca03@example.net;1999-04-13;Analista;5761.84;
147;Carlos Eduardo Ramos;joao-lucas91@example.org;2022-02-01;Gerente;7835.58;
148;Vinicius da Paz;fnascimento@example.net;2005-10-05;Analista;6657.90;
149;Maria Nascimento;yasmingoncalves@example.net;2000-10-13;Analista;8382.10;
150;Ana Julia Rezende;kribeiro@example.net;2014-07-15;Analista;8851.12;
151;Maysa Cardoso;lcardoso@example.org;2010-03-06;Gerente;7162.42;
152;Alícia da Paz;esthernovaes@example.net;2018-06-01;Diretor;8765.37;
153;Nicole Gonçalves;nda-conceicao@example.org;2004-10-31;Analista;9994.34;
154;Marcos Vinicius Souza;emanuellynunes@example.com;2010-08-01;Analista;8363.53;
155;Agatha Cardoso;agoncalves@example.com;2004-02-10;Analista;8244.48;
156;Julia Nunes;yoliveira@example.net;2006-12-19;Diretor;7202.83;
157;Carolina Freitas;eda-rosa@example.com;2018-11-24;Analista;5179.37;
158;Evelyn da Mota;melissaduarte@example.net;2014-10-28;Analista;8067.77;
159;Emilly Farias;martinsyasmin@example.net;2009-12-06;Gerente;7246.72;
160;Yago Lima;bduarte@example.com;2008-07-17;Gerente;7824.79;
161;Luiza Duarte;monteiropietro@example.net;2003-09-19;Analista;7703.26;
162;Luiz Miguel Dias;raquelda-conceicao@example.org;2013-06-28;Gerente;8266.91;
163;Caio Jesus;valentinadas-neves@example.com;1996-07-12;Analista;6648.66;
164;Marina Mendes;hvieira@example.com;2014-10-01;Analista;8581.33;
165;Eduardo Novaes;larissasales@example.com;2011-10-07;Analista;9372.1;
166;Vicente Oliveira;maria-sophia44@example.net;1993-06-09;Diretor;7154.27;
167;Ana Luiza Vieira;carolinanunes@example.net;2009-01-28;Diretor;8222.49;
168;Valentina Barbosa;isis98@example.org;2018-01-09;Diretor;9719.52;
169;Esther da Luz;correiathiago@example.org;2020-08-13;Diretor;7700.64;
170;Isabella das Neves;nunesjoao-vitor@example.com;2003-03-26;Analista;9918.8;
171;Beatriz Fernandes;emoreira@example.com;2001-03-13;Diretor;7000.22;
172;Beatriz Mendes;marcelada-cunha@example.com;2017-06-27;Gerente;8184.34;
173;Cecília Teixeira;livia68@example.com;1998-01-06;Analista;6869.72;
174;Leandro Sales;eda-costa@example.org;2016-11-26;Diretor;7389.81;
175;Emanuella da Paz;nunesjoana@example.org;1994-12-31;Gerente;5776.8;
176;João Lucas Caldeira;xcardoso@example.org;2011-10-16;Diretor;5573.30;
177;Nicolas Martins;souzakevin@example.net;1994-05-20;Analista;9722.74;
178;Lucca Vieira;julia80@example.com;2001-07-31;Analista;9380.32;
179;Ana Clara Duarte;azevedovicente@example.org;2003-10-25;Analista;6758.37;
180;João Jesus;da-mataclara@example.com;2017-09-10;Analista;7890.90;
181;Bárbara Castro;iandias@example.net;2010-07-25;Diretor;5393.22;
182;Arthur Barbosa;isabellyviana@example.net;2015-08-12;Analista;7046.15;
183;Cecília Viana;camposvitor-hugo@example.net;2013-05-17;Analista;5130.80;
184;Lorena Barbosa;lavinia33@example.net;2011-04-29;Analista;8614.1;
185;Thales da Conceição;cteixeira@example.org;2003-12-27;Gerente;5281.13;
186;Caroline Rezende;fernandesbrenda@example.org;2014-10-04;Gerente;6539.18;
187;Thales Fernandes;uda-conceicao@example.com;1997-10-21;Gerente;8837.22;
188;Luiz Henrique Moraes;diaspedro-lucas@example.com;1994-08-20;Gerente;7890.61;
189;Rafael da Cruz;gabriel95@example.com;2012-05-16;Diretor;6456.15;
190;Isabelly Alves;da-rosacarlos-eduardo@example.net;2006-08-11;Diretor;6791.80;
191;Carolina Gomes;caio89@example.net;1997-05-01;Gerente;9290.74;
192;Lucas Gabriel Freitas;davi-lucas89@example.org;2014-10-25;Diretor;8773.60;
193;Alexia Caldeira;maria-alice93@example.com;2021-07-17;Analista;8284.64;
194;Theo Sales;da-matagustavo-henrique@example.org;2013-07-14;Diretor;8735.90;
195;Alícia Gomes;pdias@example.org;1998-05-14;Diretor;8254.87;
196;Cecília Melo;glopes@example.org;2000-11-14;Diretor;5680.81;
197;Leandro da Cruz;bryanda-paz@example.org;2010-08-03;Gerente;7234.49;
198;Benjamin Freitas;lucas-gabrielmonteiro@example.com;2021-02-16;Diretor;7187.87;
199;Stephany Peixoto;da-costadiogo@example.org;2019-07-17;Diretor;7770.49;
200;Sophie da Cunha;yasminsantos@example.com;2012-09-09;Gerente;8103.78;
201;Isis da Conceição;renandas-neves@example.net;2013-02-18;Gerente;6882.79;
202;Carlos Eduardo Barros;ana-juliasilveira@example.net;2014-06-22;Analista;7349.99;
203;Nicole Melo;pedro-miguelmoura@example.org;2003-10-14;Analista;7045.23;
204;Maysa Costa;anthonycardoso@example.com;2012-09-07;Gerente;8612.64;
205;Thiago Cardoso;levi08@example.net;1999-01-30;Diretor;9146.89;
206;Antônio Barros;vieirasophie@example.org;2019-03-04;Analista;5511.45;
207;Brenda Moreira;yuri40@example.net;2006-09-17;Analista;5949.9;
208;Helena Costela;nporto@example.org;2022-02-10;Diretor;6922.24;
209;João Miguel Rodrigues;maria-alicenogueira@example.net;2008-05-26;Analista;9104.95;
210;Paulo Campos;sophie95@example.com;2018-02-01;Gerente;9044.16;
211;Alice Castro;rafaelafogaca@example.net;2013-02-22;Diretor;7093.21;
212;Vitor Gabriel Rezende;kda-cruz@example.org;2012-07-01;Analista;8430.22;
213;Cauê da Conceição;lavinia00@example.net;2003-11-25;Diretor;7122.14;
214;Melissa Teixeira;sofia53@example.net;2022-05-04;Gerente;5255.65;
215;Davi da Mota;ferreiramarina@example.com;2002-12-05;Analista;5369.86;
216;Sabrina Santos;campospedro@example.net;2021-06-06;Diretor;7512.3;
217;Breno Monteiro;cardosoheloisa@example.com;2008-02-08;Gerente;8546.34;
218;Matheus da Paz;kporto@example.net;2018-11-09;Diretor;5632.63;
219;Pietra Carvalho;hcorreia@example.com;2009-09-06;Diretor;5773.64;
220;Cecília Ribeiro;raul81@example.org;2009-03-26;Diretor;5375.5;
221;Vitória da Paz;pietro27@example.net;2016-11-28;Analista;9475.74;
222;Laura Moura;esouza@example.com;2019-10-26;Gerente;8267.76;
223;Pietro da Cruz;agathaoliveira@example.org;2011-10-07;Diretor;6157.25;
224;Camila Rodrigues;ana-beatriznovaes@example.org;1994-03-14;Analista;6659.48;
225;Ryan Santos;sophialopes@example.com;2003-06-28;Diretor;9938.3;
226;Diogo da Cunha;cardosoagatha@example.org;2001-01-02;Gerente;9567.41;
227;Cecília Barbosa;fernandosantos@example.org;2016-05-07;Gerente;7711.47;
228;Lorena da Conceição;vianajoao-vitor@example.net;2005-10-02;Gerente;5938.24;
229;Enzo da Luz;joao-felipe53@example.net;1998-08-21;Gerente;6226.51;
230;Brenda Barbosa;brodrigues@example.com;2015-11-22;Analista;6610.15;
231;Isabel Viana;stella09@example.net;2021-05-01;Gerente;8713.34;
232;Camila Silveira;levi62@example.org;2020-07-21;Gerente;9215.47;
233;Maria Eduarda Nascimento;nuneskevin@example.net;2012-01-01;Gerente;8884.45;
234;Enzo Gabriel Costa;kevin70@example.com;2015-01-31;Diretor;5526.55;
235;Stephany Pereira;da-rochalaura@example.org;1997-01-17;Diretor;8424.37;
236;Kevin Pereira;nogueiraana-clara@example.net;2012-12-10;Gerente;5428.43;
237;Rafael Barbosa;joao-guilherme26@example.net;2003-02-14;Analista;5977.98;
238;Eduarda Rocha;martinsleandro@example.net;2012-06-22;Gerente;8707.49;
239;Arthur das Neves;nascimentocarlos-eduardo@example.org;1993-01-08;Analista;7620.37;
240;Elisa Caldeira;noahsilva@example.com;2013-06-22;Diretor;7034.58;
241;Ana Júlia Nascimento;nda-rosa@example.com;2012-02-14;Gerente;5176.69;
242;Cauê Santos;vferreira@example.org;1998-11-28;Diretor;9823.7;
243;Vitor Gabriel Teixeira;souzaluiz-miguel@example.com;2009-07-13;Diretor;6233.5;
244;Nicole da Paz;augustomelo@example.com;1996-06-02;Analista;5744.57;
245;Noah Fogaça;marianacosta@example.net;2003-05-02;Analista;8213.79;
246;Diogo Barros;julianasilveira@example.net;2008-05-04;Gerente;5556.85;
247;Nathan Azevedo;manuela12@example.net;2014-12-08;Analista;5299.3;
248;Gabriel Costa;alexandre52@example.com;2022-02-12;Analista;8578.14;
249;Giovanna Pereira;xcaldeira@example.com;2015-09-13;Gerente;6633.33;
250;Lucas Gabriel Ramos;duartepaulo@example.com;2009-07-26;Gerente;5088.57;
251;Helena Ribeiro;esther35@example.com;2002-06-20;Gerente;5098.23;
252;Maria Fernanda Castro;lopesian@example.net;1992-09-09;Analista;7152.83;
253;Maria Eduarda Peixoto;eda-luz@example.com;2003-06-25;Diretor;6612.52;
254;Diego Pires;ncaldeira@example.org;2007-06-13;Gerente;6660.87;
255;Nicolas Viana;diogorocha@example.net;1998-04-30;Gerente;8606.51;
256;Daniela Viana;otavio29@example.com;1998-02-03;Analista;9240.72;
257;Thales Rocha;emanuel21@example.com;2001-06-12;Gerente;7671.70;
258;Vinicius Ribeiro;maria98@example.org;2012-06-25;Diretor;6119.24;
259;Maysa Sales;ymoura@example.com;2008-11-23;Gerente;8770.55;
260;Sarah Ferreira;gazevedo@example.org;2015-11-09;Analista;9192.62;
261;Helena Vieira;da-cunhasarah@example.org;2019-04-24;Analista;6638.97;
262;Heloísa da Mata;cmartins@example.net;1999-09-18;Gerente;6846.66;
263;Francisco Ramos;thomasmoura@example.org;2002-06-28;Gerente;6091.50;
264;Maria Julia Rodrigues;mirellaalmeida@example.net;1997-01-10;Diretor;6532.99;
265;Lívia Lopes;lopesbreno@example.com;2000-12-04;Analista;5650.65;
266;Maria Cecília Alves;lorenagomes@example.org;2008-07-28;Gerente;9214.33;
267;Isadora Teixeira;raul25@example.net;1993-11-09;Diretor;9329.17;
268;Stephany Cavalcanti;luiz-feliperocha@example.org;2012-09-28;Analista;6342.74;
269;Yasmin Cunha;sophiemoreira@example.com;2000-03-04;Gerente;9099.24;
270;Marina Cunha;isadoranovaes@example.net;1993-12-23;Analista;9109.12;
271;Arthur Vieira;diaslucas@example.com;1998-01-28;Analista;9036.98;
272;Fernando Novaes;da-costamirella@example.net;2010-08-12;Diretor;6927.91;
273;Gabriela Farias;ecampos@example.net;1993-11-25;Analista;8469.3;
274;Larissa Pereira;nicolasda-rocha@example.com;2010-12-05;Diretor;8494.20;
275;Matheus Aragão;moraescarolina@example.com;1998-04-17;Diretor;8006.24;
276;Vinicius Ferreira;brenobarros@example.net;2014-08-29;Analista;6361.29;
277;Anthony Moreira;oliveirapaulo@example.net;2004-06-19;Analista;7506.21;
278;Lara Barros;mirella95@example.com;2007-04-23;Gerente;5887.33;
279;Yago Ferreira;da-cruzcaue@example.net;2020-07-17;Diretor;7194.94;
280;Maria Vitória Costela;lfreitas@example.com;1996-04-11;Analista;7784.32;
281;Isaac Cardoso;vitor-hugo19@example.com;2000-11-15;Diretor;6759.12;
282;Sofia Silveira;lorenapinto@example.net;2015-03-22;Diretor;6571.2;
283;Diogo Jesus;cavalcantihelena@example.com;2017-12-11;Analista;6720.9;
284;Rafael Moraes;fsouza@example.org;1994-02-22;Gerente;9951.46;
285;Maria Fernanda Ferreira;luigi68@example.net;1994-03-10;Diretor;9016.35;
286;Ana Vitória Ferreira;noah93@example.net;2022-02-19;Gerente;7921.50;
287;Yago Azevedo;limaian@example.com;2003-02-05;Analista;8938.61;
288;Clarice da Cunha;anogueira@example.com;2016-08-25;Diretor;7560.3;
289;João Miguel da Cunha;bernardocardoso@example.net;1998-10-01;Analista;5612.18;
290;Yuri da Cunha;luanavieira@example.net;2012-08-05;Diretor;8143.60;
291;Mariana Mendes;sarah73@example.net;2012-11-15;Diretor;6644.73;
292;Catarina Cunha;pedro-lucas20@example.net;2005-05-18;Gerente;7387.92;
293;Catarina Barros;lunada-rocha@example.org;1996-03-29;Gerente;5288.24;
294;Nina Pinto;esther42@example.com;2009-07-07;Diretor;7505.25;
295;Maria da Paz;barbosaheloisa@example.org;2021-01-08;Gerente;8827.66;
296;Júlia Cunha;eduardarodrigues@example.net;2003-10-16;Gerente;6494.90;
297;Davi Lucca Jesus;marinaviana@example.net;2014-11-29;Diretor;6327.27;
298;Gabriel Rezende;luiz-miguel05@example.com;1995-05-13;Analista;6312.94;
299;Rebeca Ribeiro;valentina40@example.com;2008-01-28;Gerente;5262.95;
300;Fernanda Fogaça;joanafarias@example.com;2003-05-01;Diretor;8496.81;
301;Emilly da Mata;pedrosantos@example.net;2003-11-30;Gerente;8902.23;
302;Paulo Campos;mouramaria-luiza@example.net;2011-12-13;Gerente;8882.62;
303;Emanuel Silveira;yda-mota@example.com;2000-08-07;Gerente;9021.53;
304;Henrique Pires;enrico04@example.org;2005-04-19;Gerente;7443.89;
305;Joana Ramos;freitasyago@example.org;2001-08-09;Analista;5872.16;
306;Laís Moura;erickmoreira@example.org;2008-03-19;Diretor;8469.21;
307;Ana Sophia Fernandes;sofia50@example.org;2018-03-06;Diretor;8527.0;
308;Erick Vieira;joao77@example.org;2005-01-01;Analista;8957.67;
309;Daniela Moreira;rafaelacampos@example.net;2009-06-10;Gerente;9366.29;
310;Ana Julia Moreira;acardoso@example.net;2006-05-20;Diretor;8119.43;
311;Alexia Rocha;joao-vitor79@example.com;2013-01-09;Diretor;7058.70;
312;Sophia Freitas;osilva@example.org;2019-12-09;Gerente;5589.31;
313;Lucas Gabriel Viana;bda-mata@example.com;2002-08-30;Diretor;7577.48;
314;Emanuelly Aragão;eribeiro@example.com;2015-09-01;Gerente;6806.37;
315;Isabel Pereira;raulnogueira@example.com;2016-10-19;Gerente;7018.77;
316;Bárbara Souza;camila84@example.com;2010-07-18;Diretor;5130.67;
317;Bryan da Cruz;vteixeira@example.org;2020-11-24;Gerente;9992.28;
318;Nathan Lopes;caue06@example.com;2007-03-17;Analista;9342.29;
319;Ana Laura Farias;vitoria84@example.org;2010-06-01;Gerente;9230.46;
320;João Miguel Ramos;joaquimjesus@example.net;2018-12-14;Gerente;9970.8;
321;Mariana Freitas;luiz-otavio85@example.com;2005-07-23;Diretor;5977.48;
322;Esther Teixeira;bernardo86@example.org;2008-12-27;Analista;9538.48;
323;Heitor Martins;julia90@example.org;2003-08-30;Analista;7025.70;
324;Gabriel Farias;dviana@example.net;2015-05-02;Analista;9634.27;
325;Pedro Henrique Azevedo;castromaria-clara@example.org;2001-08-28;Analista;5317.33;
326;Ana Julia Costa;giovanna18@example.net;2001-02-06;Diretor;5732.34;
327;Camila da Rosa;vitor-hugoteixeira@example.com;2018-12-21;Diretor;9220.51;
328;Kaique Nogueira;caldeirathiago@example.org;1999-01-21;Gerente;5782.28;
329;Juliana Melo;mariada-luz@example.net;2010-12-24;Analista;5154.31;
330;Alexia Rodrigues;maria94@example.org;2018-05-25;Analista;6886.17;
331;Catarina Carvalho;alvesluana@example.net;2020-10-27;Gerente;6580.20;
332;Anthony Costa;heloisa16@example.com;2000-09-28;Gerente;8676.97;
333;Emanuel Ferreira;caraujo@example.org;2005-02-11;Gerente;5312.20;
334;Vitor Hugo Pires;limakaique@example.net;2006-12-29;Analista;7663.94;
335;Ana Beatriz Almeida;monteirovitor@example.net;2009-03-28;Gerente;8844.51;
336;João Lucas da Costa;nogueiraamanda@example.com;2016-11-08;Analista;9383.35;
337;Pietro Duarte;claricegoncalves@example.net;2015-07-03;Gerente;5331.89;
338;Ana Beatriz da Mota;da-mataarthur@example.org;2004-07-15;Diretor;7006.53;
339;Joaquim Ribeiro;carlos-eduardo85@example.org;2018-03-13;Analista;6596.9;
340;Carlos Eduardo Dias;brenda09@example.net;2000-10-01;Gerente;5647.33;
341;Enzo Gabriel Mendes;razevedo@example.com;2020-01-15;Gerente;8597.91;
342;Isis Costa;caua72@example.net;2010-06-07;Analista;8277.44;
343;Juliana Sales;gustavo-henriquecarvalho@example.org;1999-04-20;Analista;7047.17;
344;Alexia da Mota;raquelda-costa@example.com;2016-09-12;Analista;9522.7;
345;Brenda Porto;oda-rosa@example.net;1998-08-13;Diretor;5253.20;
